id:ID,department,jobRole,jobLevel,tenureCohort,isActive:boolean,exitDate
EMP_1249,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_1250,Sales,Sales Representative,Entry Level,2-5,True,2021-03-09
EMP_1251,Research & Development,Healthcare Representative,Junior Level,2-5,True,
EMP_1252,Sales,Sales Executive,Mid Level,5-10,True,
EMP_1253,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_1254,Sales,Sales Executive,Junior Level,10+,True,
EMP_1255,Sales,Sales Executive,Junior Level,5-10,True,
EMP_1256,Sales,Sales Executive,Mid Level,0-2,True,2021-07-29
EMP_1257,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_1258,Sales,Sales Executive,Mid Level,0-2,True,2021-02-28
EMP_1259,Research & Development,Research Scientist,Entry Level,0-2,True,
EMP_1260,Research & Development,Healthcare Representative,Junior Level,5-10,True,
EMP_1261,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_1262,Research & Development,Healthcare Representative,Junior Level,0-2,True,
EMP_1263,Research & Development,Research Scientist,Entry Level,0-2,True,2021-03-02
EMP_1264,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_1265,Research & Development,Research Director,Executive Level,0-2,True,
EMP_1266,Research & Development,Research Scientist,Junior Level,5-10,True,
EMP_1267,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_1268,Sales,Sales Executive,Junior Level,10+,True,
EMP_1269,Research & Development,Manufacturing Director,Senior Level,2-5,True,
EMP_1270,Human Resources,Human Resources,Entry Level,5-10,True,
EMP_1271,Sales,Sales Executive,Junior Level,2-5,True,
EMP_1272,Sales,Sales Representative,Entry Level,0-2,True,2021-06-12
EMP_1273,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_1274,Research & Development,Laboratory Technician,Entry Level,0-2,True,2020-08-26
EMP_1275,Sales,Sales Executive,Junior Level,10+,True,
EMP_1276,Research & Development,Manager,Mid Level,2-5,True,
EMP_1277,Sales,Sales Executive,Junior Level,5-10,True,
EMP_1278,Research & Development,Research Director,Executive Level,2-5,True,
EMP_1279,Research & Development,Healthcare Representative,Mid Level,10+,True,
EMP_1280,Research & Development,Research Scientist,Entry Level,5-10,True,2020-10-25
EMP_1281,Human Resources,Human Resources,Junior Level,10+,True,
EMP_1282,Sales,Sales Executive,Junior Level,10+,True,2021-03-31
EMP_1283,Research & Development,Research Scientist,Entry Level,10+,True,
EMP_1284,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_1285,Research & Development,Research Director,Mid Level,2-5,True,
EMP_1286,Sales,Sales Executive,Junior Level,2-5,True,
EMP_1287,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_1288,Research & Development,Healthcare Representative,Junior Level,0-2,True,
EMP_1289,Research & Development,Manufacturing Director,Junior Level,5-10,True,
EMP_1290,Human Resources,Human Resources,Entry Level,10+,True,
EMP_1291,Research & Development,Laboratory Technician,Junior Level,5-10,True,2022-03-30
EMP_1292,Research & Development,Manufacturing Director,Junior Level,10+,True,2020-09-11
EMP_1293,Sales,Sales Executive,Junior Level,2-5,True,
EMP_1294,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_1295,Research & Development,Healthcare Representative,Junior Level,2-5,True,
EMP_1296,Sales,Sales Executive,Mid Level,10+,True,
EMP_1297,Research & Development,Manufacturing Director,Mid Level,5-10,True,
EMP_1298,Human Resources,Human Resources,Entry Level,5-10,True,2021-06-17
EMP_1299,Research & Development,Healthcare Representative,Junior Level,5-10,True,2022-04-04
EMP_1300,Research & Development,Healthcare Representative,Junior Level,5-10,True,
EMP_1301,Sales,Sales Executive,Junior Level,10+,True,
EMP_1302,Sales,Manager,Senior Level,10+,True,
EMP_1303,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_1304,Research & Development,Manufacturing Director,Mid Level,10+,True,
EMP_1305,Research & Development,Healthcare Representative,Junior Level,5-10,True,
EMP_1306,Research & Development,Research Scientist,Junior Level,5-10,True,
EMP_1307,Sales,Sales Executive,Mid Level,2-5,True,
EMP_1308,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_1309,Sales,Sales Representative,Junior Level,2-5,True,
EMP_1310,Sales,Sales Executive,Junior Level,5-10,True,
EMP_1311,Research & Development,Research Director,Senior Level,2-5,True,
EMP_1312,Research & Development,Research Scientist,Entry Level,0-2,True,
EMP_1313,Human Resources,Human Resources,Entry Level,0-2,True,2022-03-04
EMP_1314,Human Resources,Human Resources,Entry Level,2-5,True,2022-01-30
EMP_1315,Sales,Sales Executive,Junior Level,5-10,True,
EMP_1316,Research & Development,Research Scientist,Junior Level,0-2,True,
EMP_1317,Sales,Sales Executive,Junior Level,5-10,True,
EMP_1318,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_1319,Research & Development,Laboratory Technician,Entry Level,10+,True,
EMP_1320,Sales,Sales Executive,Junior Level,0-2,True,
EMP_1321,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_1322,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_1323,Research & Development,Manufacturing Director,Mid Level,5-10,True,
EMP_1324,Human Resources,Human Resources,Entry Level,2-5,True,
EMP_1325,Research & Development,Healthcare Representative,Junior Level,5-10,True,
EMP_1326,Research & Development,Laboratory Technician,Entry Level,0-2,True,
EMP_1327,Sales,Sales Executive,Junior Level,2-5,True,2022-03-28
EMP_1328,Sales,Sales Executive,Senior Level,10+,True,
EMP_1329,Sales,Sales Representative,Junior Level,5-10,True,
EMP_1330,Human Resources,Human Resources,Entry Level,0-2,True,
EMP_1331,Research & Development,Manager,Executive Level,10+,True,
EMP_1332,Research & Development,Research Director,Executive Level,10+,True,
EMP_1333,Research & Development,Research Scientist,Entry Level,0-2,True,2023-02-27
EMP_1334,Sales,Sales Executive,Mid Level,5-10,True,2021-06-21
EMP_1335,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_1336,Research & Development,Research Scientist,Junior Level,2-5,True,
EMP_1337,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_1338,Sales,Sales Representative,Entry Level,0-2,True,
EMP_1339,Sales,Sales Representative,Entry Level,0-2,True,2022-08-03
EMP_1340,Research & Development,Research Scientist,Entry Level,0-2,True,2021-09-05
EMP_1341,Sales,Sales Executive,Junior Level,10+,True,
EMP_1342,Research & Development,Laboratory Technician,Junior Level,10+,True,
EMP_1343,Sales,Sales Executive,Mid Level,5-10,True,
EMP_1344,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_1345,Research & Development,Research Scientist,Junior Level,5-10,True,
EMP_1346,Research & Development,Manufacturing Director,Junior Level,2-5,True,
EMP_1347,Research & Development,Manufacturing Director,Junior Level,5-10,True,
EMP_1348,Human Resources,Human Resources,Junior Level,10+,True,
EMP_1349,Research & Development,Manager,Senior Level,10+,True,
EMP_1350,Research & Development,Research Scientist,Entry Level,0-2,True,
EMP_1351,Sales,Sales Executive,Junior Level,5-10,True,
EMP_1352,Research & Development,Manager,Senior Level,10+,True,
EMP_1353,Research & Development,Healthcare Representative,Junior Level,2-5,True,
EMP_1354,Research & Development,Research Scientist,Entry Level,5-10,True,2022-11-29
EMP_1355,Research & Development,Laboratory Technician,Entry Level,2-5,True,2022-03-18
EMP_1356,Sales,Sales Executive,Junior Level,2-5,True,
EMP_1357,Sales,Sales Executive,Junior Level,5-10,True,
EMP_1358,Research & Development,Research Director,Mid Level,10+,True,
EMP_1359,Sales,Sales Executive,Junior Level,5-10,True,
EMP_1360,Sales,Sales Executive,Junior Level,2-5,True,
EMP_1361,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_1362,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_1363,Research & Development,Healthcare Representative,Junior Level,2-5,True,
EMP_1364,Sales,Sales Executive,Junior Level,10+,True,
EMP_1365,Sales,Sales Executive,Junior Level,5-10,True,
EMP_1366,Sales,Sales Representative,Entry Level,0-2,True,2021-12-14
EMP_1367,Sales,Sales Executive,Junior Level,2-5,True,
EMP_1368,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_1369,Research & Development,Research Scientist,Junior Level,10+,True,
EMP_1370,Sales,Sales Executive,Junior Level,2-5,True,2023-12-17
EMP_1371,Research & Development,Research Scientist,Junior Level,5-10,True,
EMP_1372,Sales,Sales Executive,Junior Level,0-2,True,
EMP_1373,Research & Development,Manufacturing Director,Junior Level,10+,True,
EMP_1374,Research & Development,Research Scientist,Junior Level,10+,True,
EMP_1375,Sales,Manager,Senior Level,0-2,True,
EMP_1376,Research & Development,Research Scientist,Entry Level,2-5,True,2021-01-12
EMP_1377,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_1378,Research & Development,Research Director,Executive Level,5-10,True,
EMP_1379,Sales,Sales Executive,Junior Level,0-2,True,
EMP_1380,Human Resources,Human Resources,Entry Level,0-2,True,2021-09-09
EMP_1381,Sales,Sales Executive,Junior Level,5-10,True,
EMP_1382,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_1383,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_1384,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_1385,Sales,Sales Executive,Mid Level,10+,True,
EMP_1386,Sales,Sales Executive,Mid Level,5-10,True,
EMP_1387,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_1388,Research & Development,Healthcare Representative,Junior Level,5-10,True,
EMP_1389,Research & Development,Healthcare Representative,Junior Level,5-10,True,
EMP_1390,Research & Development,Research Scientist,Junior Level,10+,True,
EMP_1391,Research & Development,Laboratory Technician,Entry Level,2-5,True,2020-01-12
EMP_1392,Sales,Sales Representative,Entry Level,0-2,True,
EMP_1393,Sales,Sales Executive,Junior Level,10+,True,
EMP_1394,Sales,Sales Executive,Junior Level,5-10,True,
EMP_1395,Research & Development,Manufacturing Director,Junior Level,0-2,True,
EMP_1396,Sales,Sales Executive,Junior Level,10+,True,2020-03-29
EMP_1397,Sales,Sales Executive,Mid Level,2-5,True,2020-08-17
EMP_1398,Research & Development,Research Scientist,Junior Level,2-5,True,
EMP_1399,Research & Development,Healthcare Representative,Junior Level,5-10,True,
EMP_1400,Research & Development,Healthcare Representative,Mid Level,10+,True,
EMP_1401,Human Resources,Human Resources,Entry Level,5-10,True,
EMP_1402,Human Resources,Manager,Executive Level,10+,True,
EMP_1403,Research & Development,Laboratory Technician,Entry Level,0-2,True,
EMP_1404,Sales,Sales Executive,Senior Level,10+,True,
EMP_1405,Research & Development,Research Scientist,Junior Level,10+,True,
EMP_1406,Research & Development,Research Director,Mid Level,10+,True,
EMP_1407,Research & Development,Manufacturing Director,Junior Level,5-10,True,
EMP_1408,Research & Development,Healthcare Representative,Junior Level,2-5,True,
EMP_1409,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_1410,Research & Development,Laboratory Technician,Junior Level,10+,True,
EMP_1411,Sales,Sales Executive,Junior Level,10+,True,
EMP_1412,Human Resources,Human Resources,Entry Level,2-5,True,
EMP_1413,Research & Development,Laboratory Technician,Entry Level,10+,True,
EMP_1414,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_1415,Research & Development,Healthcare Representative,Mid Level,10+,True,
EMP_1416,Research & Development,Laboratory Technician,Entry Level,0-2,True,
EMP_1417,Sales,Sales Executive,Junior Level,10+,True,
EMP_1418,Sales,Sales Representative,Entry Level,2-5,True,
EMP_1419,Research & Development,Manufacturing Director,Junior Level,5-10,True,
EMP_1420,Research & Development,Research Scientist,Junior Level,2-5,True,
EMP_1421,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_1422,Research & Development,Research Director,Mid Level,10+,True,
EMP_1423,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_1424,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_1425,Research & Development,Research Scientist,Junior Level,10+,True,
EMP_1426,Research & Development,Healthcare Representative,Junior Level,5-10,True,
EMP_1427,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_1428,Research & Development,Laboratory Technician,Entry Level,0-2,True,
EMP_1429,Sales,Sales Representative,Entry Level,2-5,True,
EMP_1430,Research & Development,Research Scientist,Junior Level,5-10,True,
EMP_1431,Research & Development,Research Director,Mid Level,10+,True,
EMP_1432,Sales,Sales Executive,Mid Level,10+,True,
EMP_1433,Research & Development,Research Director,Mid Level,10+,True,
EMP_1434,Sales,Sales Executive,Junior Level,5-10,True,
EMP_1435,Sales,Sales Representative,Entry Level,5-10,True,
EMP_1436,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_1437,Sales,Sales Representative,Entry Level,2-5,True,
EMP_1438,Research & Development,Manager,Executive Level,5-10,True,
EMP_1439,Sales,Sales Representative,Entry Level,0-2,True,2021-08-12
EMP_1440,Sales,Sales Executive,Mid Level,5-10,True,
EMP_1441,Research & Development,Manufacturing Director,Junior Level,2-5,True,
EMP_1442,Research & Development,Healthcare Representative,Junior Level,10+,True,
EMP_1443,Research & Development,Research Scientist,Entry Level,2-5,True,2023-09-29
EMP_1444,Research & Development,Manager,Executive Level,10+,True,
EMP_1445,Research & Development,Laboratory Technician,Entry Level,10+,True,2020-06-12
EMP_1446,Research & Development,Manufacturing Director,Senior Level,10+,True,
EMP_1447,Sales,Sales Executive,Junior Level,5-10,True,
EMP_1448,Sales,Sales Executive,Junior Level,10+,True,
EMP_1449,Sales,Sales Executive,Junior Level,5-10,True,
EMP_1450,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_1451,Human Resources,Human Resources,Mid Level,5-10,True,
EMP_1452,Sales,Sales Executive,Junior Level,10+,True,
EMP_1453,Sales,Sales Executive,Junior Level,5-10,True,2020-11-30
EMP_1454,Sales,Sales Executive,Junior Level,5-10,True,
EMP_1455,Sales,Sales Executive,Junior Level,5-10,True,
EMP_1456,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_1457,Research & Development,Healthcare Representative,Junior Level,10+,True,
EMP_1458,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_1459,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_1460,Research & Development,Laboratory Technician,Junior Level,2-5,True,
EMP_1461,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_1462,Sales,Sales Executive,Mid Level,2-5,True,2023-01-12
EMP_1463,Sales,Sales Executive,Senior Level,10+,True,
EMP_1464,Research & Development,Manufacturing Director,Junior Level,5-10,True,
EMP_1465,Sales,Sales Representative,Entry Level,2-5,True,
EMP_1466,Research & Development,Laboratory Technician,Junior Level,5-10,True,
EMP_1467,Research & Development,Healthcare Representative,Mid Level,5-10,True,
EMP_1468,Research & Development,Manufacturing Director,Junior Level,5-10,True,
EMP_1469,Sales,Sales Executive,Junior Level,5-10,True,
EMP_1470,Research & Development,Laboratory Technician,Junior Level,2-5,True,
EMP_1471,Research & Development,Laboratory Technician,Junior Level,5-10,True,
EMP_1472,Research & Development,Laboratory Technician,Junior Level,2-5,True,2022-03-11
EMP_1473,Research & Development,Research Scientist,Mid Level,10+,True,
EMP_1474,Research & Development,Manufacturing Director,Entry Level,10+,True,
EMP_1475,Sales,Sales Representative,Junior Level,2-5,True,
EMP_1476,Research & Development,Research Scientist,Junior Level,5-10,True,
EMP_1477,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_1478,Sales,Sales Executive,Mid Level,5-10,True,
EMP_1479,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_1480,Research & Development,Research Scientist,Junior Level,5-10,True,
EMP_1481,Research & Development,Laboratory Technician,Junior Level,5-10,True,
EMP_1482,Research & Development,Research Scientist,Junior Level,5-10,True,
EMP_1483,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_1484,Research & Development,Research Scientist,Junior Level,10+,True,2022-06-20
EMP_1485,Research & Development,Research Scientist,Mid Level,10+,True,
EMP_1486,Sales,Sales Representative,Entry Level,5-10,True,
EMP_1487,Sales,Sales Executive,Mid Level,5-10,True,2021-03-04
EMP_1488,Sales,Sales Executive,Mid Level,5-10,True,
EMP_1489,Research & Development,Laboratory Technician,Junior Level,10+,True,
